From,To,TransportMode,TravelTime_hr,TravelCost_NPR
Resunga,Dodhara Chandani Bridge,Bus,4.4,1235
Resunga,Baraha Kshetra,Taxi,5.4,2959
Resunga,Baraha Pokhari,Bus,7.0,1611
Resunga,Sisne Himal,Bus,6.6,1596
Resunga,Gokyo Lakes,Bus,9.1,2183
Resunga,Daunne Hill,Bus,7.7,2276
Resunga,Birgunj Clock Tower,Bus,6.4,1623
Resunga,Shey Phoksundo Lake,Bus,3.9,1155
Resunga,Gorkha Durbar,Bus,7.1,1668
Resunga,Temke Dada,Jeep,4.1,2100
Resunga,Bhimsen Temple,Flight,0.9,2879
Resunga,Guerrilla Trek,Bus,7.6,1853
Resunga,Bungamati Village,Jeep,3.7,1695
Resunga,Poon Hill,Bus,8.4,1749
Resunga,Chamunda Temple,Bus,8.6,2147
Resunga,Sitalpati Market,Jeep,7.8,4585
Resunga,Ashoka Pillar,Bus,6.0,1724
Resunga,World Peace Pagoda,Bus,4.3,1130
Resunga,Kapuche Glacier Lake,Taxi,3.5,2206
Resunga,Tatopani,Jeep,8.1,3608
Resunga,Boudhanath Stupa,Taxi,4.0,3178
Resunga,Rukumkot,Flight,1.0,3702
Resunga,Makalu Base Camp,Flight,0.3,887
Resunga,Hetauda Martyrs Park,Taxi,4.2,2636
Resunga,Balmiki Ashram,Bus,5.4,1163
Resunga,Salpa Pokhari,Taxi,7.8,5662
Resunga,Chhintang,Jeep,7.8,3757
Resunga,Bhairahawa Buddha Park,Taxi,3.8,1974
Resunga,Barpak,Bus,9.1,1841
Resunga,Gorkha Museum,Jeep,4.2,2755
Resunga,Dhulikhel View Tower,Jeep,8.8,6038
Resunga,Pashupatinath Temple,Bus,9.0,1901
Resunga,Api Base Camp,Bus,5.2,1165
Resunga,Trishuli River View,Bus,7.8,1855
Resunga,Soti Khola,Bus,9.8,2021
Resunga,Bindabasini Temple (Bandipur),Bus,7.2,1543
Resunga,Sailung Danda,Taxi,6.6,4140
Resunga,Chepang Hill Trail,Bus,8.0,2018
Resunga,Mallaj,Bus,9.1,2561
Resunga,Barpak Village,Bus,5.6,1448
Resunga,Lete,Bus,8.4,2503
Resunga,Sundarijal,Bus,5.5,1256
Resunga,Triveni Dham,Flight,0.6,1695
Resunga,Koshi Tappu Wildlife Reserve,Jeep,3.8,1583
Resunga,Nyatapola Temple,Taxi,3.8,2386
Resunga,Antu Danda,Bus,10.2,2910
Resunga,Khokana,Bus,7.6,1814
Resunga,Badimalika Temple,Flight,1.2,3687
Resunga,Diktel Bazaar,Jeep,4.9,3365
Resunga,Bhairabi Temple,Taxi,7.1,4012
Resunga,Lumbini - Birthplace of Buddha,Flight,0.1,234
Resunga,Saipal Base Camp,Bus,9.1,2567
Resunga,Tsho Rolpa Lake,Jeep,3.3,1832
Resunga,Rupa Lake,Taxi,5.6,2961
Resunga,Bandipur,Bus,6.4,1392
Resunga,Dhorpatan Valley,Bus,10.4,2316
Resunga,Kushma Cliff Bridge,Flight,1.5,5251
Resunga,Naag Pokhari,Taxi,7.4,4709
Resunga,Chitwan National Park,Flight,1.0,2207
Resunga,Budhi Gandaki Valley,Bus,6.8,1458
Resunga,Elephant Breeding Center,Jeep,3.8,2364
Resunga,Lwang Ghalel Village,Bus,9.5,2387
Resunga,Shree Antu Sunrise Point,Taxi,5.8,3177
Resunga,Baundeshwor Cave,Jeep,5.4,2630
Resunga,Rupa Tal,Jeep,7.7,3562
Resunga,Kulekhani Reservoir,Bus,7.9,1824
Resunga,Chandragiri Hills,Bus,7.0,1794
Resunga,Siddha Gufa,Jeep,8.2,4241
Resunga,Dattatreya Temple,Bus,8.3,2212
Resunga,Aathbish Danda,Bus,8.9,1939
Resunga,Rangeli,Bus,8.3,2113
Resunga,Kalinchowk,Taxi,2.8,1731
Resunga,Panauti,Bus,7.0,1764
Resunga,Patan Durbar Square,Bus,9.8,2574
Resunga,Lo Manthang,Bus,6.6,1467
Resunga,Champadevi Hill,Bus,3.8,1100
Resunga,Pulchowki Hill,Bus,6.0,1319
Resunga,Muktinath Temple,Taxi,7.5,4637
Resunga,Manaslu Base Camp,Taxi,2.6,1716
Resunga,Dharan Clock Tower,Bus,5.8,1168
Resunga,Tansen Bazaar,Bus,5.2,1152
Resunga,Syarpu Lake,Bus,8.6,1738
Resunga,Ranighat Palace,Jeep,6.6,3383
Resunga,Siddhi Binayak,Bus,5.2,1463
Resunga,Deurali Gumba,Jeep,7.2,4687
Resunga,Bageshwori Temple,Bus,8.3,2209
Resunga,Tamang Heritage Trail,Bus,5.4,1105
Resunga,Taudaha Lake,Jeep,8.4,4493
Resunga,Ram Mandir,Bus,8.5,1951
Resunga,Bhaktapur Durbar Square,Bus,8.4,1986
Resunga,Bardia National Park,Bus,7.3,1565
Resunga,Bhairav Kunda,Bus,4.8,964
Resunga,Gupteshwor Cave,Bus,5.5,1180
Resunga,Bindhyabasini Temple,Jeep,5.0,2958
Resunga,Dakshinkali Temple,Bus,5.5,1392
Resunga,Bhojpur Bazaar,Bus,7.8,1794
Resunga,Khaptad National Park,Bus,8.2,1769
Resunga,Palung Valley,Bus,7.4,1924
Resunga,Sirubari,Bus,8.1,2421
Resunga,Phulchowki Botanical Garden,Bus,9.9,2170
Resunga,Numbur Cheese Circuit,Bus,9.7,2657
Resunga,Dhorpatan Hunting Reserve,Bus,8.4,2041
Resunga,Charikot,Jeep,8.3,3768
Resunga,Siruwa Pokhari,Jeep,5.6,3715
Resunga,Tatopani Hot Spring,Bus,8.2,2028
Resunga,Piple Hill,Taxi,3.4,2602
Resunga,Kali Gandaki Gorge,Bus,6.3,1503
Resunga,Tilicho Lake,Flight,1.5,5297
Resunga,Bhanbhane Pokhari,Bus,7.3,1851
Resunga,Simbuwa Khola Valley,Bus,7.5,2044
Resunga,Langtang National Park,Bus,9.8,2464
Resunga,Kangchenjunga Base Camp,Bus,5.5,1109
Resunga,Bhotekoshi Bungee Jump,Jeep,7.3,4653
Resunga,Bhujung Village,Jeep,8.4,3673
Resunga,Manakamana Temple,Flight,0.8,2064
Resunga,Sandakpur,Flight,0.2,534
Resunga,Shuklaphanta National Park,Bus,8.6,2564
Resunga,Chobhar Gorge,Bus,8.0,1678
Resunga,Belbari Forest,Taxi,5.0,3431
Resunga,Tengboche Monastery,Jeep,5.8,3927
Resunga,Namche Bazaar,Bus,7.3,1894
Resunga,Ruru Kshetra,Jeep,5.2,2649
Resunga,Chhahara Waterfall,Bus,5.4,1592
Resunga,Maya Devi Temple,Bus,6.3,1542
Resunga,Bhedetar View Tower,Jeep,5.0,3414
Resunga,Davis Falls,Bus,8.9,2108
Resunga,Salyan Khalanga,Flight,1.7,4883
Resunga,Hanuman Dhoka,Bus,4.4,986
Resunga,Khandadevi Temple,Taxi,8.1,5426
Resunga,Khopra Danda,Bus,4.1,1130
Resunga,Garden of Dreams,Bus,8.7,2574
Resunga,Siddha Cave,Taxi,6.6,4548
Resunga,Kanyam Tea Garden,Taxi,3.5,2743
Resunga,Kamalbari Lake,Taxi,4.4,3381
Resunga,Thakurdwara,Taxi,3.4,2690
Resunga,Phewa Lake,Bus,5.5,1521
Resunga,Kapilvastu Ruins,Bus,5.0,1467
Resunga,Ringmo Village,Bus,8.8,2133
Resunga,Nuwakot Trishuli Dam,Bus,6.8,1851
Resunga,Nepalgunj,Bus,8.7,1870
Resunga,Gahawa Mai Temple,Flight,1.7,5761
Resunga,Namobuddha,Flight,0.7,2272
Resunga,Panchakanya Hill,Bus,3.6,864
Resunga,Tsum Valley,Bus,4.1,1144
Resunga,Nagi Village,Taxi,3.1,1678
Resunga,Pakuwal Lake,Bus,4.7,1386
Resunga,Gaurishankar Conservation Area,Taxi,5.1,3556
Resunga,Narchyang Waterfall,Taxi,5.5,4042
Resunga,Swargadwari,Flight,1.0,3269
Resunga,Ramaroshan Wetland,Jeep,6.1,4120
Resunga,Gosaikunda,Bus,7.9,1821
Resunga,Rani Pokhari,Bus,6.4,1899
Resunga,Begnas Lake,Bus,6.6,1647
Resunga,Seti River Gorge,Jeep,6.3,2819
Resunga,Nagarjun Forest,Bus,5.0,1157
Resunga,Banskharka Orange Farm,Bus,4.0,1062
Resunga,Kharpunath,Bus,6.8,1480
Tamang Heritage Trail,Tila River Valley,Bus,9.9,2605
Tamang Heritage Trail,Koshi Barrage,Flight,1.6,5726
Tamang Heritage Trail,Chhimkeshwori Hill,Bus,8.9,2276
Tamang Heritage Trail,Arun Valley,Bus,9.5,2614
Tamang Heritage Trail,Chhimkeshwori,Taxi,4.3,3343
Tamang Heritage Trail,Musikot,Bus,7.7,1752
Tamang Heritage Trail,Panchthar Tea Garden,Taxi,6.8,5059
Tamang Heritage Trail,Mohare Danda,Bus,6.2,1507
Tamang Heritage Trail,Tribeni Dham,Bus,7.8,1852
Tamang Heritage Trail,Dhaulagiri Base Camp,Bus,6.7,1560
Tamang Heritage Trail,Swayambhunath Stupa,Bus,4.2,1109
Tamang Heritage Trail,Shivapuri Nagarjun National Park,Bus,5.3,1421
Tamang Heritage Trail,Chainpur Bazaar,Taxi,4.3,2228
Tamang Heritage Trail,Lamjung Himal Base Camp,Bus,5.5,1366
Tamang Heritage Trail,Jalbire Waterfall,Bus,7.5,2142
Tamang Heritage Trail,Rani Mahal,Flight,0.7,2388
Tamang Heritage Trail,Kakrebihar,Bus,5.8,1657
Tamang Heritage Trail,Silichho Peak,Flight,1.1,2931
Tamang Heritage Trail,Khaireni Hill,Jeep,4.4,2412
Tamang Heritage Trail,Panchase Hill,Flight,0.6,1340
Tamang Heritage Trail,Jomsom,Bus,7.9,2116
Tamang Heritage Trail,Okhaldhunga Memorial Park,Flight,0.9,2600
Tamang Heritage Trail,Baglung Kalika Temple,Bus,9.2,2756
Tamang Heritage Trail,Maipokhari,Bus,7.3,1752
Tamang Heritage Trail,Ramdhuni Mandir,Bus,5.3,1444
Tamang Heritage Trail,Bhedetar Zipline,Bus,8.0,1753
Tamang Heritage Trail,Thabang Village,Bus,7.4,2186
Tamang Heritage Trail,Ridi Bazaar,Taxi,4.0,2195
Tamang Heritage Trail,Kagbeni,Bus,8.3,1661
Tamang Heritage Trail,Khaptad Baba Ashram,Flight,1.3,4742
Tamang Heritage Trail,Simikot,Taxi,6.5,4450
Tamang Heritage Trail,Rara Lake,Taxi,7.6,4939
Tamang Heritage Trail,Badhaiya Tal,Jeep,7.2,4197
Tamang Heritage Trail,Rishikesh Complex (Devghat),Jeep,4.7,1937
Tamang Heritage Trail,Ghodepani,Jeep,8.1,4981
Tamang Heritage Trail,Chandannath Temple,Bus,5.0,1070
Tamang Heritage Trail,Bishazari Tal,Bus,9.0,2410
Tamang Heritage Trail,Hanuman Temple,Flight,1.2,2825
Tamang Heritage Trail,International Mountain Museum,Bus,5.8,1322
Tamang Heritage Trail,Madan Ashrit Memorial Park,Jeep,3.5,1915
Tamang Heritage Trail,Mahaboudha Temple,Bus,9.3,2020
Tamang Heritage Trail,Tindhare Waterfall,Bus,4.0,1183
Tamang Heritage Trail,Rolpa Martyrs Trail,Bus,6.0,1282
Tamang Heritage Trail,Bajura Budhinanda Lake,Bus,5.8,1201
Tamang Heritage Trail,Tallo Dungeshwor,Taxi,6.4,4061
Tamang Heritage Trail,Tharu Village,Jeep,8.1,3699
Tamang Heritage Trail,Patal Bhuvaneshwor Cave,Bus,6.8,1784
Tamang Heritage Trail,Everest Base Camp,Jeep,5.8,3894
Tamang Heritage Trail,Ghale Gaun,Bus,5.9,1626
Tamang Heritage Trail,Sarangkot,Jeep,5.6,2883
Tamang Heritage Trail,Dudh Kunda,Bus,5.1,1518
Tamang Heritage Trail,Chhanwa Gumba,Jeep,5.7,2495
Tamang Heritage Trail,Nuwakot Palace Complex,Flight,1.2,4161
Tamang Heritage Trail,Hiranya Varna Mahavihar,Taxi,8.2,4837
Tamang Heritage Trail,Sailung,Taxi,7.8,5945
Tamang Heritage Trail,Jaleshwor Mahadev Temple,Bus,4.8,1166
Tamang Heritage Trail,Pakhure Pokhari,Bus,4.8,1174
Tamang Heritage Trail,Janaki Mandir,Bus,5.4,1463
Tamang Heritage Trail,Ghodaghodi Lake,Jeep,3.8,2175
Tamang Heritage Trail,Maula Kalika Temple,Jeep,7.3,4626
Tamang Heritage Trail,Laprak,Bus,7.1,1790
Tamang Heritage Trail,Simraungadh Ruins,Flight,1.3,4534
Tamang Heritage Trail,Panch Pokhari,Flight,1.0,2549
Tamang Heritage Trail,Pathibhara Devi Temple,Jeep,4.1,2046
Tamang Heritage Trail,Dodhara Chandani Bridge,Taxi,3.3,2346
Tamang Heritage Trail,Baraha Kshetra,Flight,0.8,1941
Tamang Heritage Trail,Baraha Pokhari,Flight,1.6,3590
Tamang Heritage Trail,Sisne Himal,Jeep,8.8,5699
Tamang Heritage Trail,Gokyo Lakes,Taxi,7.0,4565
Tamang Heritage Trail,Daunne Hill,Taxi,4.2,2570
Tamang Heritage Trail,Birgunj Clock Tower,Bus,8.3,2357
Tamang Heritage Trail,Shey Phoksundo Lake,Taxi,7.4,5590
Tamang Heritage Trail,Gorkha Durbar,Taxi,3.6,1886
Tamang Heritage Trail,Temke Dada,Jeep,5.7,2545
Tamang Heritage Trail,Bhimsen Temple,Taxi,6.4,4950
Tamang Heritage Trail,Guerrilla Trek,Jeep,6.1,3268
Tamang Heritage Trail,Bungamati Village,Bus,6.4,1684
Tamang Heritage Trail,Poon Hill,Flight,0.7,2664
Tamang Heritage Trail,Chamunda Temple,Taxi,4.5,2357
Tamang Heritage Trail,Sitalpati Market,Flight,0.4,1318
Tamang Heritage Trail,Ashoka Pillar,Bus,7.5,1906
Tamang Heritage Trail,World Peace Pagoda,Taxi,6.0,4165
Tamang Heritage Trail,Kapuche Glacier Lake,Jeep,3.9,1655
Tamang Heritage Trail,Tatopani,Bus,6.1,1587
Tamang Heritage Trail,Boudhanath Stupa,Bus,9.3,2416
Tamang Heritage Trail,Rukumkot,Bus,9.7,2095
Tamang Heritage Trail,Makalu Base Camp,Jeep,8.5,3636
Tamang Heritage Trail,Hetauda Martyrs Park,Bus,7.4,1688
Tamang Heritage Trail,Balmiki Ashram,Jeep,3.4,1563
Tamang Heritage Trail,Salpa Pokhari,Taxi,5.3,2950
Tamang Heritage Trail,Chhintang,Flight,1.2,2985
Tamang Heritage Trail,Bhairahawa Buddha Park,Jeep,9.0,5352
Tamang Heritage Trail,Barpak,Bus,7.1,1802
Tamang Heritage Trail,Gorkha Museum,Jeep,7.7,3718
Tamang Heritage Trail,Dhulikhel View Tower,Bus,4.9,1399
Tamang Heritage Trail,Pashupatinath Temple,Taxi,5.6,3020
Tamang Heritage Trail,Api Base Camp,Bus,5.2,1113
Tamang Heritage Trail,Trishuli River View,Taxi,5.6,3326
Tamang Heritage Trail,Soti Khola,Jeep,2.8,1398
Tamang Heritage Trail,Bindabasini Temple (Bandipur),Taxi,4.3,2824
Tamang Heritage Trail,Sailung Danda,Bus,8.3,2242
Tamang Heritage Trail,Chepang Hill Trail,Jeep,5.4,2582
Tamang Heritage Trail,Mallaj,Flight,1.1,3383
Tamang Heritage Trail,Barpak Village,Jeep,6.4,3324
Tamang Heritage Trail,Lete,Jeep,5.5,2900
Tamang Heritage Trail,Sundarijal,Bus,6.3,1712
Tamang Heritage Trail,Triveni Dham,Flight,1.3,4413
Tamang Heritage Trail,Koshi Tappu Wildlife Reserve,Taxi,3.0,2227
Tamang Heritage Trail,Nyatapola Temple,Bus,4.4,903
Tamang Heritage Trail,Antu Danda,Bus,4.8,1142
Tamang Heritage Trail,Khokana,Bus,6.2,1389
Tamang Heritage Trail,Badimalika Temple,Jeep,7.2,4788
Tamang Heritage Trail,Diktel Bazaar,Jeep,8.0,4476
Tamang Heritage Trail,Bhairabi Temple,Bus,7.6,1967
Tamang Heritage Trail,Lumbini - Birthplace of Buddha,Jeep,6.1,3389
Tamang Heritage Trail,Saipal Base Camp,Bus,4.5,1030
Tamang Heritage Trail,Tsho Rolpa Lake,Bus,8.2,1847
Tamang Heritage Trail,Rupa Lake,Bus,5.8,1652
Tamang Heritage Trail,Bandipur,Bus,9.1,2170
Tamang Heritage Trail,Dhorpatan Valley,Taxi,5.8,3166
Tamang Heritage Trail,Kushma Cliff Bridge,Taxi,3.7,2025
Tamang Heritage Trail,Naag Pokhari,Bus,5.8,1720
Tamang Heritage Trail,Chitwan National Park,Flight,1.6,6364
Tamang Heritage Trail,Budhi Gandaki Valley,Bus,7.3,1881
Tamang Heritage Trail,Elephant Breeding Center,Bus,5.9,1266
Tamang Heritage Trail,Lwang Ghalel Village,Taxi,2.8,1592
Tamang Heritage Trail,Shree Antu Sunrise Point,Bus,8.9,2299
Tamang Heritage Trail,Baundeshwor Cave,Bus,5.6,1286
Tamang Heritage Trail,Rupa Tal,Bus,8.8,1912
Tamang Heritage Trail,Kulekhani Reservoir,Flight,1.3,4975
Tamang Heritage Trail,Chandragiri Hills,Bus,4.5,1314
Tamang Heritage Trail,Siddha Gufa,Bus,8.2,2458
Tamang Heritage Trail,Dattatreya Temple,Jeep,5.5,2855
Tamang Heritage Trail,Aathbish Danda,Flight,1.8,5773
Tamang Heritage Trail,Rangeli,Bus,7.6,2237
Tamang Heritage Trail,Kalinchowk,Flight,1.2,2530
Tamang Heritage Trail,Panauti,Bus,7.4,1625
Tamang Heritage Trail,Patan Durbar Square,Taxi,7.1,4164
Tamang Heritage Trail,Lo Manthang,Bus,4.4,1065
Tamang Heritage Trail,Champadevi Hill,Taxi,7.1,5241
Tamang Heritage Trail,Pulchowki Hill,Bus,7.2,2032
Tamang Heritage Trail,Muktinath Temple,Bus,5.9,1333
Tamang Heritage Trail,Manaslu Base Camp,Jeep,5.3,3241
Tamang Heritage Trail,Dharan Clock Tower,Jeep,5.1,3319
Tamang Heritage Trail,Tansen Bazaar,Bus,7.7,1729
Tamang Heritage Trail,Syarpu Lake,Bus,7.6,1737
Tamang Heritage Trail,Ranighat Palace,Bus,8.9,2390
Tamang Heritage Trail,Siddhi Binayak,Jeep,8.5,5382
Tamang Heritage Trail,Deurali Gumba,Bus,7.2,1751
Tamang Heritage Trail,Bageshwori Temple,Taxi,5.5,3641
Tamang Heritage Trail,Resunga,Bus,7.8,2103
Tamang Heritage Trail,Taudaha Lake,Taxi,6.5,5187
Tamang Heritage Trail,Ram Mandir,Bus,10.0,2940
Tamang Heritage Trail,Bhaktapur Durbar Square,Taxi,4.9,3513
Tamang Heritage Trail,Bardia National Park,Bus,9.6,2364
Tamang Heritage Trail,Bhairav Kunda,Flight,0.4,869
Tamang Heritage Trail,Gupteshwor Cave,Bus,5.3,1264
Tamang Heritage Trail,Bindhyabasini Temple,Jeep,8.3,5071
Tamang Heritage Trail,Dakshinkali Temple,Bus,8.3,2063
Tamang Heritage Trail,Bhojpur Bazaar,Bus,10.1,2102
Tamang Heritage Trail,Khaptad National Park,Bus,6.9,1416
Tamang Heritage Trail,Palung Valley,Bus,8.9,2247
Tamang Heritage Trail,Sirubari,Bus,5.6,1618
Tamang Heritage Trail,Phulchowki Botanical Garden,Bus,7.0,1443
Tamang Heritage Trail,Numbur Cheese Circuit,Bus,6.6,1393
Tamang Heritage Trail,Dhorpatan Hunting Reserve,Jeep,6.5,2925
Tamang Heritage Trail,Charikot,Jeep,3.7,1812
Tamang Heritage Trail,Siruwa Pokhari,Bus,4.8,1028
Tamang Heritage Trail,Tatopani Hot Spring,Flight,1.1,4138
Tamang Heritage Trail,Piple Hill,Bus,5.7,1200
Tamang Heritage Trail,Kali Gandaki Gorge,Taxi,6.7,4592
Tamang Heritage Trail,Tilicho Lake,Jeep,6.1,3710
Tamang Heritage Trail,Bhanbhane Pokhari,Jeep,5.5,3490
Tamang Heritage Trail,Simbuwa Khola Valley,Bus,6.8,1763
Tamang Heritage Trail,Langtang National Park,Bus,6.6,1576
Tamang Heritage Trail,Kangchenjunga Base Camp,Bus,7.4,1584
Tamang Heritage Trail,Bhotekoshi Bungee Jump,Taxi,3.3,1943
Tamang Heritage Trail,Bhujung Village,Bus,5.7,1701
Tamang Heritage Trail,Manakamana Temple,Bus,8.1,2043
Tamang Heritage Trail,Sandakpur,Flight,1.3,2953
Tamang Heritage Trail,Shuklaphanta National Park,Taxi,5.5,3878
Tamang Heritage Trail,Chobhar Gorge,Taxi,3.8,2363
Tamang Heritage Trail,Belbari Forest,Jeep,3.5,1910
Tamang Heritage Trail,Tengboche Monastery,Jeep,6.9,3284
Tamang Heritage Trail,Namche Bazaar,Flight,1.6,6098
Tamang Heritage Trail,Ruru Kshetra,Jeep,6.7,3004
Tamang Heritage Trail,Chhahara Waterfall,Taxi,4.3,3004
Tamang Heritage Trail,Maya Devi Temple,Taxi,3.7,2321
Tamang Heritage Trail,Bhedetar View Tower,Bus,5.9,1487
Tamang Heritage Trail,Davis Falls,Taxi,5.9,4635
Tamang Heritage Trail,Salyan Khalanga,Bus,5.0,1324
Tamang Heritage Trail,Hanuman Dhoka,Taxi,4.3,2431
Tamang Heritage Trail,Khandadevi Temple,Jeep,5.9,3870
Tamang Heritage Trail,Khopra Danda,Bus,7.9,2014
Tamang Heritage Trail,Garden of Dreams,Bus,9.0,1847
Tamang Heritage Trail,Siddha Cave,Jeep,8.5,3497
Tamang Heritage Trail,Kanyam Tea Garden,Bus,9.5,2085
Tamang Heritage Trail,Kamalbari Lake,Flight,0.5,1014
Tamang Heritage Trail,Thakurdwara,Bus,6.0,1723
Tamang Heritage Trail,Phewa Lake,Bus,7.0,1650
Tamang Heritage Trail,Kapilvastu Ruins,Bus,7.1,1608
Tamang Heritage Trail,Ringmo Village,Taxi,5.7,3087
Tamang Heritage Trail,Nuwakot Trishuli Dam,Jeep,2.6,1143
Tamang Heritage Trail,Nepalgunj,Bus,7.1,1943
Tamang Heritage Trail,Gahawa Mai Temple,Bus,9.5,2345
Tamang Heritage Trail,Namobuddha,Jeep,5.5,2814
Tamang Heritage Trail,Panchakanya Hill,Bus,9.0,2557
Tamang Heritage Trail,Tsum Valley,Bus,5.1,1527
Tamang Heritage Trail,Nagi Village,Bus,7.3,1930
Tamang Heritage Trail,Pakuwal Lake,Taxi,3.5,2082
Tamang Heritage Trail,Gaurishankar Conservation Area,Taxi,7.4,4850
Tamang Heritage Trail,Narchyang Waterfall,Bus,4.9,1093
Tamang Heritage Trail,Swargadwari,Bus,8.2,1716
Tamang Heritage Trail,Ramaroshan Wetland,Bus,4.5,986
Tamang Heritage Trail,Gosaikunda,Flight,1.0,3554
Tamang Heritage Trail,Rani Pokhari,Bus,6.7,1464
Tamang Heritage Trail,Begnas Lake,Jeep,4.9,2748
Tamang Heritage Trail,Seti River Gorge,Bus,4.4,962
Tamang Heritage Trail,Nagarjun Forest,Bus,8.6,2470
Tamang Heritage Trail,Banskharka Orange Farm,Taxi,7.5,5044
Tamang Heritage Trail,Kharpunath,Flight,1.3,5023
Taudaha Lake,Tila River Valley,Bus,5.9,1754
Taudaha Lake,Koshi Barrage,Taxi,5.6,3359
Taudaha Lake,Chhimkeshwori Hill,Bus,7.8,2005
Taudaha Lake,Arun Valley,Flight,0.7,2318
Taudaha Lake,Chhimkeshwori,Flight,0.9,2303
Taudaha Lake,Musikot,Jeep,4.1,2708
Taudaha Lake,Panchthar Tea Garden,Jeep,7.4,3160
Taudaha Lake,Mohare Danda,Jeep,4.0,2036
Taudaha Lake,Tribeni Dham,Bus,6.2,1670
Taudaha Lake,Dhaulagiri Base Camp,Bus,7.1,2101
Taudaha Lake,Swayambhunath Stupa,Bus,5.8,1364
Taudaha Lake,Shivapuri Nagarjun National Park,Bus,7.4,1498
Taudaha Lake,Chainpur Bazaar,Jeep,6.9,4076
Taudaha Lake,Lamjung Himal Base Camp,Jeep,5.6,3259
Taudaha Lake,Jalbire Waterfall,Taxi,7.4,4630
Taudaha Lake,Rani Mahal,Bus,9.4,2731
Taudaha Lake,Kakrebihar,Bus,9.5,2376
Taudaha Lake,Silichho Peak,Flight,1.2,4180
Taudaha Lake,Khaireni Hill,Taxi,7.1,5386
Taudaha Lake,Panchase Hill,Taxi,5.9,4552
Taudaha Lake,Jomsom,Jeep,7.0,2892
Taudaha Lake,Okhaldhunga Memorial Park,Bus,4.0,1186
Taudaha Lake,Baglung Kalika Temple,Bus,6.1,1504
Taudaha Lake,Maipokhari,Bus,4.9,1036
Taudaha Lake,Ramdhuni Mandir,Jeep,4.6,2293
Taudaha Lake,Bhedetar Zipline,Bus,9.8,2712
Taudaha Lake,Thabang Village,Jeep,5.8,2587
Taudaha Lake,Ridi Bazaar,Bus,7.5,1993
Taudaha Lake,Kagbeni,Flight,0.3,669
Taudaha Lake,Khaptad Baba Ashram,Jeep,6.4,3932
Taudaha Lake,Simikot,Bus,6.9,1647
Taudaha Lake,Rara Lake,Bus,7.3,1626
Taudaha Lake,Badhaiya Tal,Jeep,9.3,5250
Taudaha Lake,Rishikesh Complex (Devghat),Bus,5.3,1220
Taudaha Lake,Ghodepani,Bus,7.1,1578
Taudaha Lake,Chandannath Temple,Bus,9.7,2759
Taudaha Lake,Bishazari Tal,Taxi,5.5,3818
Taudaha Lake,Hanuman Temple,Jeep,7.0,3601
Taudaha Lake,International Mountain Museum,Bus,9.3,2754
Taudaha Lake,Madan Ashrit Memorial Park,Bus,6.4,1899
Taudaha Lake,Mahaboudha Temple,Bus,5.3,1303
Taudaha Lake,Tindhare Waterfall,Bus,4.7,1193
Taudaha Lake,Rolpa Martyrs Trail,Taxi,6.6,4726
Taudaha Lake,Bajura Budhinanda Lake,Bus,3.8,1036
Taudaha Lake,Tallo Dungeshwor,Bus,8.1,2094
Taudaha Lake,Tharu Village,Jeep,8.6,4593
Taudaha Lake,Patal Bhuvaneshwor Cave,Bus,5.4,1274
Taudaha Lake,Everest Base Camp,Flight,1.5,4907
Taudaha Lake,Ghale Gaun,Bus,4.9,1330
Taudaha Lake,Sarangkot,Bus,7.2,2090
Taudaha Lake,Dudh Kunda,Flight,1.2,3277
Taudaha Lake,Chhanwa Gumba,Bus,4.4,1067
Taudaha Lake,Nuwakot Palace Complex,Jeep,4.6,2836
Taudaha Lake,Hiranya Varna Mahavihar,Bus,9.6,2053
Taudaha Lake,Sailung,Bus,6.3,1544
Taudaha Lake,Jaleshwor Mahadev Temple,Bus,5.0,1103
Taudaha Lake,Pakhure Pokhari,Jeep,6.3,3360
Taudaha Lake,Janaki Mandir,Flight,1.1,2735
Taudaha Lake,Ghodaghodi Lake,Flight,1.0,3703
Taudaha Lake,Maula Kalika Temple,Bus,7.3,2011
Taudaha Lake,Laprak,Bus,10.0,2739
Taudaha Lake,Simraungadh Ruins,Bus,5.4,1441
Taudaha Lake,Panch Pokhari,Taxi,7.9,5689
Taudaha Lake,Pathibhara Devi Temple,Bus,8.5,1749
Taudaha Lake,Dodhara Chandani Bridge,Bus,7.4,1653
Taudaha Lake,Baraha Kshetra,Taxi,7.2,4889
Taudaha Lake,Baraha Pokhari,Jeep,3.3,2036
Taudaha Lake,Sisne Himal,Taxi,6.7,3453
Taudaha Lake,Gokyo Lakes,Flight,1.0,3103
Taudaha Lake,Daunne Hill,Bus,9.5,2643
Taudaha Lake,Birgunj Clock Tower,Bus,5.6,1380
Taudaha Lake,Shey Phoksundo Lake,Taxi,3.7,2524
Taudaha Lake,Gorkha Durbar,Flight,0.6,1452
Taudaha Lake,Temke Dada,Flight,0.6,1360
Taudaha Lake,Bhimsen Temple,Bus,6.0,1675
Taudaha Lake,Guerrilla Trek,Jeep,4.6,2705
Taudaha Lake,Bungamati Village,Jeep,6.5,3948
Taudaha Lake,Poon Hill,Taxi,5.5,3705
Taudaha Lake,Chamunda Temple,Taxi,4.9,3358
Taudaha Lake,Sitalpati Market,Bus,10.2,2396
Taudaha Lake,Ashoka Pillar,Flight,0.8,2382
Taudaha Lake,World Peace Pagoda,Bus,3.8,1058
